CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
18-04-0380-46,18-04-1102,IZABAL,MORALES,"""LICEO EDUCACIONAL MIXTO DEI VERBUM""",ALDEA SAN ISIDRO EL CHOCO,53660792-55969273,RENE ORLANDO ALDANA ZÚÑIGA,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0382-46,18-04-1106,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,BRENDA GISELA MONROY ORTEGA,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0383-46,18-04-1106,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,BRENDA GISELA MONROY ORTEGA,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0384-46,18-04-1106,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO VOCACIONAL ""MONTEMARIA""",ALDEA EL ROSARIO,55503911,BRENDA GISELA MONROY ORTEGA,MANUEL SALVADOR PINTO CABRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0389-46,18-04-1105,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40368253,MARCO TULIO ROLDAN MEJÍA,DARWIN ENRIQUE ALVAREZ MORÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0390-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZO,40911181,HENRY FLOWERS EVANS,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0395-46,18-04-1095,IZABAL,MORALES,INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA,BARRIO EL CARRIZAL,79477790,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,DAVID RAFAEL CASTILLO DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0397-46,18-04-1102,IZABAL,MORALES,INED,ALDEA JUYAMA,40118887,RENE ORLANDO ALDANA ZÚÑIGA,ADOLFO BENEDICTO GARCÍA OVANDO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0400-46,18-04-1095,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",51529070,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0404-46,18-04-1100,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE TULIO MARUZZO,54309026,MELIDA ARGENTINA CASTRO CASTELLANOS,GLENDA MARIBEL VÁSQUEZ ENAMORADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0405-46,18-04-1095,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",51529070,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0406-46,18-04-1095,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""JIREH""","COLONIA VILLA DEL ROSARIO, BANANERA",40984392,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0411-46,18-04-1104,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",ALDEA PLAYITAS,55969273,OSCAR LEONEL FELIPE,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0412-46,18-04-1104,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""FUENTE DE VIDA""",ALDEA PLAYITAS,55969273,OSCAR LEONEL FELIPE,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0414-46,18-039,IZABAL,MORALES,LICEO EUCARISTICO DE LA MERCED,COLONIA VALLE REAL,77566525,HENRY FLOWERS EVANS,MAGDALENA ERNESTINA LÓPEZ DUARTE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0415-46,18-039,IZABAL,MORALES,LICEO EUCARISTICO DE LA MERCED,COLONIA VALLE REAL,79479407-77566525,HENRY FLOWERS EVANS,ANA MARLENE MARTÍNEZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0418-46,18-04-1096,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,CESAR ALFREDO OZORIO BOTZOC,MAJIB JHESSIEL YAZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0422-46,18-04-1099,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,HENRY FLOWERS EVANS,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0423-46,18-04-1099,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,HENRY FLOWERS EVANS,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0425-46,18-039,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""ELITE""",BARRIO EL MITCHAL,56968070,HENRY FLOWERS EVANS,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-0429-46,18-04-1095,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0431-46,18-04-1095,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO ""GÉNESIS""",BARRIO EL MITCHAL,49165611,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0434-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,HENRY FLOWERS EVANS,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0435-46,18-04-1105,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,MARCO TULIO ROLDAN MEJÍA,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0441-46,18-04-1097,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,REINALDO REMIGIO HERNÁNDEZ HERNÁNDEZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0442-46,18-04-1097,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""DEJANDO HUELLA""",ALDEA LOS CERRITOS,47401633,REINALDO REMIGIO HERNÁNDEZ HERNÁNDEZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0446-46,18-04-1104,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,OSCAR LEONEL FELIPE,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0447-46,18-04-1104,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""JOSE CECILIO DEL VALLE""",ALDEA PLAYITAS,31826809,OSCAR LEONEL FELIPE,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0448-46,18-04-1095,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,MAYNOR ANIBAL CASTRO PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0449-46,18-04-1095,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,54746091,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0454-46,18-04-1104,IZABAL,MORALES,"COLEGIO PRIVADO BILINGÜE ""FUENTE DE VIDA""",ALDEA PLAYITAS,55969273,OSCAR LEONEL FELIPE,ORVIN RODIMIR GALVEZ MONROY,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0458-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,HENRY FLOWERS EVANS,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0459-46,18-04-1095,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0462-46,18-04-1095,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0463-46,18-04-1095,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-0464-46,18-04-1100,IZABAL,MORALES,INED,CALLE TULIO MARUZZO,54309026,MELIDA ARGENTINA CASTRO CASTELLANOS,GLENDA MARIBEL VÁSQUEZ ENAMORADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0469-46,18-04-1095,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0471-46,18-04-1105,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,MARCO TULIO ROLDAN MEJÍA,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0473-46,18-04-1095,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0475-46,18-04-1100,IZABAL,MORALES,"CENTRO EDUCATIVO ""EMANUEL""",AVENIDA VICENTE COZZA,57385143,MELIDA ARGENTINA CASTRO CASTELLANOS,FLOR DE MARÍA TZÚN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0477-46,18-04-1100,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""ELITE""",BARRIO EL MITCHAL,56968070,MELIDA ARGENTINA CASTRO CASTELLANOS,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0483-46,18-04-1095,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,54746091,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0484-46,18-04-1095,IZABAL,MORALES,"CENTRO EDUCATIVO PRIVADO ""YATZAR NURIM""",BARRIO EL REMOLINO,54174631,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0486-46,18-028,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""ELITE""",BARRIO EL MITCHAL,56968070,ERWIN ARMANDO BARRIENTOS MILLA,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0488-46,18-04-1095,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,41504101,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0490-46,18-04-1098,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,57006014,ELSA YADIRA MARTÍNEZ PÉREZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0492-46,18-04-1099,IZABAL,MORALES,"INSTITUTO PRIVADO MIXTO ""CRISTO REY""",ALDEA EL CEDRO,30727557,HENRY FLOWERS EVANS,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0494-46,18-04-1095,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,COLONIA VILLAS DEL ROSARIO,51529070,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0496-46,18-04-1105,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40368253,MARCO TULIO ROLDAN MEJÍA,DARWIN ENRIQUE ALVAREZ MORAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL
18-04-0498-46,18-04-1104,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,OSCAR LEONEL FELIPE,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0500-46,18-04-1096,IZABAL,MORALES,"CENTRO EDUCATIVO ""MAYA SYSTEMS""",ALDEA LOS ANDES,53719555,CESAR ALFREDO OZORIO BOTZOC,GONZALO ARTURO JUÁREZ GARCÍA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0501-46,18-04-1100,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,59300142,MELIDA ARGENTINA CASTRO CASTELLANOS,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0503-46,18-04-1095,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRO LOS CASTRO,42601313,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0505-46,18-04-1095,IZABAL,MORALES,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,30033544,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0507-46,18-04-1104,IZABAL,MORALES,COLEGIO PRIVADO BILINGUE FUENTE DE VIDA,ALDEA PLAYITAS,55969273,OSCAR LEONEL FELIPE,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL
18-04-0508-46,18-04-1098,IZABAL,MORALES,"COLEGIO PRIVADO MIXTO ""BETHEZDA""",ALDEA CAYUGA,48744101,ELSA YADIRA MARTÍNEZ PÉREZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-0525-46,18-04-1100,IZABAL,MORALES,INED,COLONIA HERMANA PATRICIA,45373723,MELIDA ARGENTINA CASTRO CASTELLANOS,JENIFER MAIRETH CACERES CABALLEROS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0543-46,18-030,IZABAL,MORALES,INED INED LIC. LUIS ALFONSO PACHECO OLIVA,"ALDEA TENEDORES ESTACIÓN, MORALES, IZABAL. ALDEA",45843279,SILVERIO CHITOP CABRERA,,DIVERSIFICADO,OFICIAL,RURAL,TEMPORAL NOMBRAMIENTO,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-0545-46,18-04-1101,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA TENEDORES ESTACIÓN,45843279,ILSI NOEMI SALGUERO SALGUERO DE MOLINA,LUIS ALFONSO PACHECO OLIVA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-1983-46,18-04-1100,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,59300142,MELIDA ARGENTINA CASTRO CASTELLANOS,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-2302-46,18-033,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO,ALDEA GRAN CAÑON,,SILVERIO CHITOP CABRERA,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-2433-46,18-04-1095,IZABAL,MORALES,CENTRO EDUCATIVO BILINGÜE DEL MONTE,FINCA BANANERA,31192111,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,CELESTE ANAHY ESPINALES GÁLVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-2442-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA ADS. A COLEGIO BILINGÜE MUNDO INFANTIL,BARRIO NUEVO,79476823,HENRY FLOWERS EVANS,SANDRA NINETH GARCÍA SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-04-2444-46,18-04-1102,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA PEDRO MOLINA,ALDEA ARAPAHOE,79480009,RENE ORLANDO ALDANA ZÚÑIGA,JOSE ALBERTO JUAREZ DE PAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-2526-46,18-04-1095,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BILINGUE A B C SAN FRANCISCO,BARRIO EL MITCHAL,55249681,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,SERGIO DE PAZ FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-2838-46,18-04-1100,IZABAL,MORALES,INSTITUTO TECNICO MORALENSE ITM,LOTIFICACION SANTA BARBARA,55143008,MELIDA ARGENTINA CASTRO CASTELLANOS,ROCAEL PAIZ VARELA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL
18-04-3028-46,18-04-1100,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE MARCO TULIO MARUZZO,59300142,MELIDA ARGENTINA CASTRO CASTELLANOS,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL
18-04-3060-46,18-04-1095,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DE SUPERACION INTEGRAL EXCELENCIA,BARRIO EL MITCHAL,79476165,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,AURA ELIZABETH ACEVEDO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-3201-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MAYA,BARRIO MODERNO,79477132,HENRY FLOWERS EVANS,--,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
18-04-3261-46,18-04-1096,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,CESAR ALFREDO OZORIO BOTZOC,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL
18-04-3275-46,18-04-1095,IZABAL,MORALES,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",BARRIO EL CARRIZAL,54746091,KELVIN RODRIGO HERNÁNDEZ MARTINEZ,JENIFER CAROLINA LÓPEZ CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL
18-05-0032-46,18-05-1083,IZABAL,LOS AMATES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA P.C. MARCO TULIO RAMIREZ ESTRADA,LOS AMATES,57600359,LESBIA MARELÍ SANTOS PANCÁN DE SÚCHITE,MIRZA BERLI SAGASTUME GARCIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL
